date,issue_key,issue_id,hours,description,current_hours,target_hours,project
2025-05-30,REGISTERS-150,30859,1.12,Development work - Activity: Jira,0,9.0,REGISTERS
2025-05-30,OP-471,31259,2.25,"Development work - Activity: Jira, Created",0,9.0,OP
2025-05-30,OP-472,31260,2.25,Development work - Activity: Jira,0,9.0,OP
2025-05-30,OP-476,31264,1.69,Development work - Activity: Jira,0,9.0,OP
2025-06-02,VSC-285,31050,0.69,Development work - Working on issue VSC-285,5.3,9.0,VSC
2025-06-02,OP-467,31255,0.46,Development work - Working on issue OP-467,5.3,9.0,OP
2025-06-02,OP-468,31256,0.46,Development work - Working on issue OP-468,5.3,9.0,OP
2025-06-02,OP-469,31257,0.46,Development work - Working on issue OP-469,5.3,9.0,OP
2025-06-02,OP-477,31270,0.23,Development work - Working on issue OP-477,5.3,9.0,OP
2025-06-02,OP-478,31277,1.39,Development work - Working on issue OP-478,5.3,9.0,OP
2025-06-03,VSC-298,31218,1.75,Development work - Working on issue VSC-298,2.0,9.0,VSC
2025-06-03,VSC-298,31218,2.62,Development work - Working on issue VSC-298,2.0,9.0,VSC
2025-06-03,OP-471,31259,0.44,Development work - Working on issue OP-471,2.0,9.0,OP
2025-06-03,OP-472,31260,0.88,Development work - Working on issue OP-472,2.0,9.0,OP
2025-06-03,OP-473,31261,0.88,Development work - Working on issue OP-473,2.0,9.0,OP
2025-06-03,OP-475,31263,0.44,Development work - Working on issue OP-475,2.0,9.0,OP
2025-06-04,VSC-302,31230,1.0,Development work - Working on issue VSC-302,8.0,9.0,VSC
2025-06-05,VSC-302,31230,9.0,Development work - Working on issue VSC-302,0,9.0,VSC
2025-06-06,VSC-302,31230,9.0,Development work - Working on issue VSC-302,0,9.0,VSC
2025-06-09,CON-2433,29854,9.0,Development work - Pinksteren,0,9.0,CON
2025-06-10,VSC-317,31342,7.0,Development work - Working on issue VSC-317,2.0,9.0,VSC
2025-06-11,VSC-317,31342,5.62,Development work - Working on issue VSC-317,0,9.0,VSC
2025-06-11,VSC-319,31344,3.38,Development work - Working on issue VSC-319,0,9.0,VSC
2025-06-12,VSC-317,31342,0.62,Development work - Working on issue VSC-317,8.0,9.0,VSC
2025-06-12,VSC-319,31344,0.38,Development work - Working on issue VSC-319,8.0,9.0,VSC
2025-06-13,VSC-327,31366,3.7,Development work - Working on issue VSC-327,5.3,9.0,VSC
2025-06-16,VSC-343,31384,9.0,Development work - Activity: Jira,0,9.0,VSC
2025-06-17,VSC-343,31384,9.0,Development work - Activity: Jira,0,9.0,VSC
2025-06-18,VSC-343,31384,4.5,Development work - Activity: Jira,0,9.0,VSC
2025-06-18,VSC-342,31383,4.5,Development work - Working on issue VSC-342,0,9.0,VSC
2025-06-19,VSC-347,31388,6.5,Development work - Working on issue VSC-347,2.5,9.0,VSC
2025-06-20,VSC-347,31388,1.2,Development work - Working on issue VSC-347,7.8,9.0,VSC
2025-06-23,VSC-347,31388,1.6,Development work - Working on issue VSC-347,7.4,9.0,VSC
2025-06-24,VSC-347,31388,0.8,Development work - Working on issue VSC-347,8.0,9.0,VSC
2025-06-24,VSC-347,31388,0.2,Development work - Overwerk,8.0,9.0,VSC
2025-06-25,VSC-347,31388,9.0,Development work - Working on issue VSC-347,0,9.0,VSC
2025-06-26,VSC-329,31368,6.3,Development work - Working on issue VSC-347,2.7,9.0,VSC
2025-06-27,CON-1461,14054,1.0,Development work - Working on issue CON-1461,8.0,9.0,CON
2025-06-30,CON-1461,14054,1.0,Development work - Working on issue CON-1461,8.0,9.0,CON
2025-07-01,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,9.0,CON
2025-07-02,CON-1461,14054,6.5,Development work - Working on issue CON-1461,2.5,9.0,CON
2025-07-03,VSC-329,31368,1.72,Development work - Working on issue VSC-329,4.4,9.0,VSC
2025-07-03,VSC-347,31388,2.88,Development work - Working on issue VSC-347,4.4,9.0,VSC
2025-07-04,VSC-347,31388,7.58,Development work - Working on issue VSC-347,0,9.0,VSC
2025-07-04,VSC-347,31388,1.42,Development work - Over-werk,0,9.0,VSC
2025-07-07,VSC-367,31666,5.6,Development work - Working on issue VSC-367,3.4,9.0,VSC
2025-07-08,VSC-349,31390,9.0,Development work - Working on issue VSC-349,0,9.0,VSC
2025-07-09,VSC-349,31390,9.0,Development work - Working on issue VSC-349,0,9.0,VSC
2025-07-10,NDT-64,31427,3.5,Development work - Working on issue NDT-64,2.0,9.0,NDT
2025-07-10,NDT-65,31665,3.5,Development work - Working on issue NDT-65,2.0,9.0,NDT
2025-07-11,VSC-367,31666,3.6,Development work - Working on issue VSC-367,5.4,9.0,VSC
2025-07-14,VSC-355,31580,1.72,Development work - Working on issue VSC-355,4.4,9.0,VSC
2025-07-14,NDT-65,31665,1.72,Development work - Working on issue NDT-65,4.4,9.0,NDT
2025-07-14,NDT-64,31427,1.15,Development work - Working on issue NDT-65,4.4,9.0,NDT
2025-07-15,VSC-355,31580,6.75,Development work - Working on issue VSC-355,0,9.0,VSC
2025-07-15,NDT-65,31665,2.25,Development work - Working on issue NDT-65,0,9.0,NDT
2025-07-16,CON-2272,17866,7.0,Development work - Working on issue CON-2272,2.0,9.0,CON
2025-07-17,VSC-355,31580,2.5,Development work - Working on issue VSC-355,6.5,9.0,VSC
2025-07-18,NDT-66,31686,6.8,Development work - Working on issue NDT-66,2.2,9.0,NDT
2025-07-21,VSC-329,31368,2.62,Development work - Working on issue VSC-329,2.0,9.0,VSC
2025-07-21,NDT-67,31687,1.75,Development work - Working on issue NDT-67,2.0,9.0,NDT
2025-07-21,GW-1865,31821,2.62,Development work - Working on issue GW-1865,2.0,9.0,GW
2025-07-22,VSC-371,31703,5.6,Development work - Working on issue VSC-371,3.4,9.0,VSC
2025-07-23,VSC-375,31817,1.68,Development work - Working on issue VSC-375,2.3,9.0,VSC
2025-07-23,VSC-329,31368,5.03,Development work - Working on issue VSC-329,2.3,9.0,VSC
2025-07-25,GW-1865,31821,9.0,Development work - Working on issue GW-1865,0,9.0,GW
2025-07-28,CON-1461,14054,5.9,Development work - Working on issue CON-1461,3.1,9.0,CON
2025-07-29,CON-1461,14054,2.4,Development work - Working on issue CON-1461,6.6,9.0,CON
2025-07-30,CON-1461,14054,3.2,Development work - Working on issue CON-1461,5.8,9.0,CON
2025-07-31,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,9.0,CON
2025-08-01,CON-1461,14054,5.7,Development work - Working on issue CON-1461,3.3,9.0,CON
2025-08-04,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,9.0,CON
2025-08-05,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,9.0,CON
2025-08-06,CON-1461,14054,9.0,Development work - Working on issue CON-1461,0,9.0,CON
2025-08-07,CON-1461,14054,9.0,Development work - Working on issue CON-1461,0,9.0,CON
2025-08-08,CON-1461,14054,9.0,Development work - Working on issue CON-1461,0,9.0,CON
2025-08-11,CON-1461,14054,9.0,Development work - Working on issue CON-1461,0,9.0,CON
2025-08-12,CON-1461,14054,9.0,Development work - Working on issue CON-1461,0,9.0,CON
2025-08-13,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,9.0,CON
2025-08-14,CON-1461,14054,1.0,Development work - Working on issue CON-1461,8.0,9.0,CON
2025-08-15,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,9.0,CON
2025-08-18,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-08-19,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-08-20,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-08-21,VSC-397,32224,5.2,Development work - Working on issue VSC-397,3.8,9.0,VSC
2025-08-22,VSC-397,32224,1.5,Development work - Working on issue VSC-397,7.5,9.0,VSC
2025-08-25,VSC-397,32224,4.1,Development work - Working on issue VSC-397,4.9,9.0,VSC
2025-08-26,VSC-397,32224,6.1,Development work - Working on issue VSC-397,2.9,9.0,VSC
2025-08-27,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-08-28,VSC-397,32224,2.3,Development work - Working on issue VSC-397,6.7,9.0,VSC
2025-08-29,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-09-01,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-09-02,VSC-397,32224,6.5,Development work - Working on issue VSC-397,2.5,9.0,VSC
2025-09-03,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-09-04,VSC-397,32224,2.8,Development work - Working on issue VSC-397,6.2,9.0,VSC
2025-09-05,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-09-08,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-09-09,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-09-10,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-09-11,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-09-12,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-09-15,VSC-397,32224,1.2,Development work - Working on issue VSC-397,7.8,9.0,VSC
2025-09-16,VSC-397,32224,1.0,Development work - Working on issue VSC-397,8.0,9.0,VSC
2025-09-17,VSC-397,32224,1.0,Development work - Working on issue VSC-397,8.0,9.0,VSC
2025-09-18,VSC-397,32224,3.3,Development work - Working on issue VSC-397,5.7,9.0,VSC
2025-09-19,VSC-397,32224,1.5,Development work - Working on issue VSC-397,7.5,9.0,VSC
2025-09-22,VSC-397,32224,4.4,Development work - Working on issue VSC-397,4.6,9.0,VSC
2025-09-23,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-09-24,VSC-397,32224,1.0,Development work - Working on issue VSC-397,8.0,9.0,VSC
2025-09-25,VSC-397,32224,5.7,Development work - Working on issue VSC-397,3.3,9.0,VSC
2025-09-26,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-09-29,VSC-397,32224,6.5,Development work - Working on issue VSC-397,2.5,9.0,VSC
2025-09-30,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-10-01,VSC-397,32224,1.4,Development work - Working on issue VSC-397,7.6,9.0,VSC
2025-10-02,VSC-397,32224,6.6,Development work - Working on issue VSC-397,2.4,9.0,VSC
2025-10-03,VSC-397,32224,4.7,Development work - Working on issue VSC-397,4.3,9.0,VSC
2025-10-06,VSC-397,32224,5.33,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-10-06,VSC-397,32224,1.67,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-10-07,VSC-397,32224,3.5,Development work - Working on issue VSC-397,5.5,9.0,VSC
2025-10-08,VSC-397,32224,2.62,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-10-08,CON-1461,14054,4.38,Development work - Working on issue CON-1461,2.0,9.0,CON
2025-10-09,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-10-10,VSC-397,32224,5.2,Development work - Working on issue VSC-397,3.8,9.0,VSC
2025-10-13,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-10-14,VSC-397,32224,5.4,Development work - Working on issue VSC-397,3.6,9.0,VSC
2025-10-15,VSC-397,32224,4.1,Development work - Working on issue VSC-397,4.9,9.0,VSC
2025-10-16,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-10-17,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-10-20,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-10-21,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-10-22,VSC-397,32224,6.12,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-10-22,CON-1461,14054,0.88,Development work - Working on issue CON-1461,2.0,9.0,CON
2025-10-23,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-10-24,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-10-27,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-10-28,VSC-397,32224,6.4,Development work - Working on issue VSC-397,2.6,9.0,VSC
2025-10-29,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-10-30,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-10-31,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-11-03,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-11-04,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-11-05,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-11-06,VSC-397,32224,3.5,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-11-06,WOO-440,34228,3.5,Development work - Working on issue WOO-440,2.0,9.0,WOO
2025-11-07,VSC-397,32224,2.0,Development work - Working on issue VSC-397,7.0,9.0,VSC
2025-11-10,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-11-11,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-11-12,CON-1461,14054,9.0,Development work - Working on issue CON-1461,0,9.0,CON
2025-11-13,CON-1461,14054,9.0,Development work - Working on issue CON-1461,0,9.0,CON
2025-11-14,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,9.0,CON
2025-11-17,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-11-18,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-11-19,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-11-20,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-11-21,VSC-397,32224,4.11,Development work - Working on issue VSC-397,4.3,9.0,VSC
2025-11-21,CON-1461,14054,0.59,Development work - Working on issue CON-1461,4.3,9.0,CON
2025-11-24,VSC-397,32224,5.0,Development work - Working on issue VSC-397,4.0,9.0,VSC
2025-11-25,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-11-26,VSC-397,32224,5.7,Development work - Working on issue VSC-397,3.3,9.0,VSC
2025-11-27,VSC-397,32224,3.5,Development work - Working on issue VSC-397,5.0,9.0,VSC
2025-11-27,REGISTERS-246,34650,0.25,Development work - Working on issue REGISTERS-246,5.0,9.0,REGISTERS
2025-11-27,REGISTERS-248,34652,0.25,Development work - Working on issue REGISTERS-248,5.0,9.0,REGISTERS
2025-11-28,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-12-01,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-12-02,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-12-03,VSC-397,32224,2.9,Development work - Working on issue VSC-397,6.1,9.0,VSC
2025-12-04,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-12-05,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-12-08,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-12-09,VSC-397,32224,3.2,Development work - Working on issue VSC-397,5.8,9.0,VSC
2025-12-10,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-12-11,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-12-12,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-12-15,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-12-16,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-12-17,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-12-18,VSC-397,32224,7.0,Development work - Working on issue VSC-397,2.0,9.0,VSC
2025-12-19,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-12-22,CON-1461,14054,9.0,Development work - Working on issue CON-1461,0,9.0,CON
2025-12-23,CON-1461,14054,7.0,Development work - Working on issue CON-1461,2.0,9.0,CON
2025-12-24,CON-1461,14054,9.0,Development work - Working on issue CON-1461,0,9.0,CON
2025-12-25,CON-2433,29854,9.0,Development work - Working on issue CON-2433,0,9.0,CON
2025-12-26,CON-2433,29854,9.0,Development work - Working on issue CON-2433,0,9.0,CON
2025-12-29,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-12-30,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
2025-12-31,VSC-397,32224,9.0,Development work - Working on issue VSC-397,0,9.0,VSC
